Date,Ticker,Close,High,Low,Volume,% Change (1d),% Change (5d),Rolling Volatility
2025-06-16 00:00:00+00:00,TSM,215.68,217.6,212.73,10932869,,,
2025-06-17 00:00:00+00:00,TSM,213.9,215.94,213.5,8389651,-0.8252967359050456,,
2025-06-18 00:00:00+00:00,TSM,213.5,215.1651,212.89,6931992,-0.18700327255727345,,
2025-06-20 00:00:00+00:00,TSM,209.51,215.4978,208.15,16992048,-1.8688524590164013,,
2025-06-23 00:00:00+00:00,TSM,210.32,210.59,206.2015,7535531,0.38661639062573805,,2.585115084478845
2025-06-24 00:00:00+00:00,TSM,220.09,220.365,213.88,14814705,4.645302396348416,2.0446958456973308,4.171753827828298
2025-06-25 00:00:00+00:00,TSM,222.74,223.5,220.8,9168374,1.2040528874551315,4.132772323515654,5.912678749940683
2025-06-26 00:00:00+00:00,TSM,224.01,225.22,222.6956,7982208,0.5701715004040597,4.92271662763466,6.924603237731393
2025-06-27 00:00:00+00:00,TSM,228.57,228.88,224.03,13132971,2.035623409669207,9.09741778435398,6.785582509998674
2025-06-30 00:00:00+00:00,TSM,226.49,228.15,224.8,9279803,-0.9100056875355422,7.688284518828459,3.287810821808295
2025-07-01 00:00:00+00:00,TSM,224.68,228.6,221.18,9990210,-0.7991522804538853,2.085510472988328,2.275471379736444
2025-07-02 00:00:00+00:00,TSM,233.6,233.82,224.0,12012459,3.9700907957984644,4.875639759360673,3.8569093844682856
2025-07-03 00:00:00+00:00,TSM,234.8,237.58,233.27,7779584,0.5136986301369939,4.81674925226554,4.415186292785319
2025-07-07 00:00:00+00:00,TSM,229.17,232.55,227.44,13817520,-2.3977853492334056,0.2625016406352598,4.387307830549316
2025-07-08 00:00:00+00:00,TSM,227.86,230.33,227.535,8854432,-0.5716280490465464,0.6048832178021213,4.17038607325501
2025-07-09 00:00:00+00:00,TSM,231.84,233.27,230.24,9475340,1.7466865619239824,3.1867544952821847,2.919054641489142
2025-07-10 00:00:00+00:00,TSM,229.76,233.05,227.77,13124703,-0.897170462387864,-1.6438356164383605,2.7110293248136093
2025-07-11 00:00:00+00:00,TSM,230.4,232.27,229.4001,8817763,0.278551532033422,-1.873935264054516,1.473390647452099
2025-07-14 00:00:00+00:00,TSM,228.67,229.85,226.31,10673518,-0.7508680555555647,-0.21817864467426062,1.5426859693402688
2025-07-15 00:00:00+00:00,TSM,236.95,237.71,233.85,14270133,3.6209384702846847,3.989291670323869,3.242750375838273
2025-06-16 00:00:00+00:00,AVGO,252.1,255.19,249.565,20363010,,,
2025-06-17 00:00:00+00:00,AVGO,249.37,253.96,247.92,22014312,-1.0829036096786981,,
2025-06-18 00:00:00+00:00,AVGO,251.26,255.64,249.41,30435494,0.7579099330312422,,
2025-06-20 00:00:00+00:00,AVGO,249.99,253.52,244.17,42134900,-0.5054525193027071,,
2025-06-23 00:00:00+00:00,AVGO,253.77,254.21,246.46,19747034,1.5120604824192974,,1.745242103548962
2025-06-24 00:00:00+00:00,AVGO,263.77,265.87,258.77,32764864,3.9405761122276006,4.629115430384756,5.912978944660627
2025-06-25 00:00:00+00:00,AVGO,264.65,269.87,263.43,18894163,0.3336239905978644,6.127441151702273,7.006947980397732
2025-06-26 00:00:00+00:00,AVGO,270.17,271.67,264.125,23569585,2.085773663328938,7.526068614184522,8.324253720304313
2025-06-27 00:00:00+00:00,AVGO,269.35,271.85,266.88,27477575,-0.30351260317577067,7.744309772390912,6.542837305022991
2025-06-30 00:00:00+00:00,AVGO,275.65,277.705,272.13,24708432,2.3389641730090727,8.621980533553986,4.785177112709708
2025-07-01 00:00:00+00:00,AVGO,264.74,274.5,262.6555,28847626,-3.9579176491928103,0.36774462599993285,4.5482216304838
2025-07-02 00:00:00+00:00,AVGO,269.9,272.0,262.73,17582090,1.9490821183047347,1.9837521254487012,3.874412213484887
2025-07-03 00:00:00+00:00,AVGO,275.18,275.8,270.12,10592655,1.9562801037421362,1.8543879779398198,4.533445709391592
2025-07-07 00:00:00+00:00,AVGO,274.18,277.56,272.66,16760617,-0.36339850279817343,1.7932058659736239,4.617369380935553
2025-07-08 00:00:00+00:00,AVGO,271.8,276.345,271.1545,14869407,-0.8680428915311067,-1.3966987121349361,4.13806718166841
2025-07-09 00:00:00+00:00,AVGO,277.9,279.45,272.72,20133002,2.2442972774098457,4.970914859862496,3.084982982125063
2025-07-10 00:00:00+00:00,AVGO,275.4,281.18,272.7,17891599,-0.8996041741633709,2.037791774731379,2.205475005526302
2025-07-11 00:00:00+00:00,AVGO,274.38,276.47,271.89,14274674,-0.37037037037036535,-0.2907188022385432,2.208374968161258
2025-07-14 00:00:00+00:00,AVGO,275.6,278.355,269.58,11934236,0.4446388220715969,0.5179079436866241,2.2109454991024253
2025-07-15 00:00:00+00:00,AVGO,280.94,283.36,277.8501,17918352,1.9375907111756074,3.362766740250178,2.6266099824681857
2025-06-16 00:00:00+00:00,PLTR,141.41,144.86,139.8115,80779773,,,
2025-06-17 00:00:00+00:00,PLTR,138.2,141.69,136.08,70479099,-2.2699950498550336,,
2025-06-18 00:00:00+00:00,PLTR,139.96,140.36,137.4901,58260225,1.2735166425470457,,
2025-06-20 00:00:00+00:00,PLTR,137.3,142.24,136.7418,87067039,-1.9005430122892242,,
2025-06-23 00:00:00+00:00,PLTR,139.92,142.15,135.96,70501099,1.9082301529497192,,1.6175042503808197
2025-06-24 00:00:00+00:00,PLTR,143.23,143.66,137.8,58574192,2.3656375071469338,1.2870376918181048,2.2685061163682154
2025-06-25 00:00:00+00:00,PLTR,142.9,147.67,141.53,61435267,-0.23039865949869842,3.400868306801752,2.446920513625233
2025-06-26 00:00:00+00:00,PLTR,144.25,148.215,142.91,69440544,0.9447165850244854,3.0651614747070566,2.8570001750087384
2025-06-27 00:00:00+00:00,PLTR,130.74,144.97,130.54,202598647,-9.365684575389944,-4.7778587035688265,5.532700064163973
2025-06-30 00:00:00+00:00,PLTR,136.32,138.8752,134.8,97305595,4.2680128499311465,-2.572898799313894,5.8069931978606695
2025-07-01 00:00:00+00:00,PLTR,130.68,136.32,128.51,91479688,-4.137323943661963,-8.762130838511473,6.4606981046942815
2025-07-02 00:00:00+00:00,PLTR,132.12,133.6,130.1901,59731969,1.1019283746556363,-7.543736878936325,5.750019130403003
2025-07-03 00:00:00+00:00,PLTR,134.36,135.62,132.51,41812483,1.6954283984256913,-6.856152512998259,2.450240804492658
2025-07-07 00:00:00+00:00,PLTR,139.12,139.29,132.32,71959709,3.542721047930919,6.409668043445005,3.351536960858488
2025-07-08 00:00:00+00:00,PLTR,139.71,139.855,135.79,59834823,0.42409430707304185,2.4867957746478986,4.072127208229192
2025-07-09 00:00:00+00:00,PLTR,143.13,143.17,137.39,68494760,2.447927850547549,9.527089072543603,4.411141575601505
2025-07-10 00:00:00+00:00,PLTR,142.5,145.16,139.53,64383873,-0.4401592957451239,7.856494096276112,3.4798175239514997
2025-07-11 00:00:00+00:00,PLTR,142.1,144.58,141.47,52134812,-0.2807017543859702,5.760643048526326,1.7824617807963943
2025-07-14 00:00:00+00:00,PLTR,149.15,149.575,142.22,81774443,4.961294862772703,7.209603220241512,3.5077727976594626
2025-07-15 00:00:00+00:00,PLTR,148.58,150.62,147.3601,59126190,-0.3821656050955413,6.348865507121904,3.4696354275340724
2025-06-16 00:00:00+00:00,AMZN,216.1,217.06,211.6,33284158,,,
2025-06-17 00:00:00+00:00,AMZN,214.82,217.41,214.56,32086262,-0.5923183711244784,,
2025-06-18 00:00:00+00:00,AMZN,212.52,217.96,212.34,44360509,-1.0706638115631661,,
2025-06-20 00:00:00+00:00,AMZN,209.69,214.89,208.2709,75350733,-1.3316393751176436,,
2025-06-23 00:00:00+00:00,AMZN,208.47,210.39,207.3101,37311725,-0.5818112451714486,,3.2526066469833013
2025-06-24 00:00:00+00:00,AMZN,212.77,214.34,211.045,38378757,2.0626469036312267,-1.5409532623785194,2.550201952787262
2025-06-25 00:00:00+00:00,AMZN,211.99,216.03,211.11,31755698,-0.36659303473234317,-1.3173819942277176,1.9040535706749373
2025-06-26 00:00:00+00:00,AMZN,217.12,218.035,212.01,50480814,2.41992546818246,2.164502164502169,3.339314300870758
2025-06-27 00:00:00+00:00,AMZN,223.3,223.3,216.74,119217138,2.8463522476050107,6.490533644904395,5.694159288253179
2025-06-30 00:00:00+00:00,AMZN,219.39,223.82,219.12,58887780,-1.751007613076594,5.238163764570425,4.700332966929028
2025-07-01 00:00:00+00:00,AMZN,220.46,221.875,217.93,39256830,0.4877159396508679,3.6142313296047446,4.241069440601016
2025-07-02 00:00:00+00:00,AMZN,219.92,221.6,219.06,30894178,-0.2449423931779049,3.740742487853188,2.223020467741976
2025-07-03 00:00:00+00:00,AMZN,223.41,224.01,221.36,29632353,1.5869407057111706,2.8970154753131805,1.9176887130083753
2025-07-07 00:00:00+00:00,AMZN,223.47,224.29,222.37,36604139,0.02685645226265798,0.07613076578594224,1.9630715728163628
2025-07-08 00:00:00+00:00,AMZN,219.36,224.0,218.43,45691987,-1.8391730433615194,-0.013674278681785612,1.9705151610682112
2025-07-09 00:00:00+00:00,AMZN,222.54,224.29,220.47,38155121,1.4496717724288732,0.9434818107593168,1.9620524967491733
2025-07-10 00:00:00+00:00,AMZN,222.26,222.79,219.7,30370591,-0.12582007728947353,1.0640232811931716,1.677906433624842
2025-07-11 00:00:00+00:00,AMZN,225.02,226.6799,222.37,50518307,1.2417888958877077,0.7206481357146188,2.0739816778360485
2025-07-14 00:00:00+00:00,AMZN,225.69,226.66,224.24,35702597,0.2977513109945651,0.9934219358303187,2.5160445147094634
2025-07-15 00:00:00+00:00,AMZN,226.35,227.27,225.455,34907294,0.29243652798085495,3.186542669584247,1.8632149634434148
2025-06-16 00:00:00+00:00,SMCI,43.69,44.42,42.07,33860891,,,
2025-06-17 00:00:00+00:00,SMCI,43.11,44.22,42.91,20761023,-1.327534905012584,,
2025-06-18 00:00:00+00:00,SMCI,44.47,45.67,42.79,40654629,3.1547204824866615,,
2025-06-20 00:00:00+00:00,SMCI,45.32,46.1799,44.14,51588528,1.9114009444569424,,
2025-06-23 00:00:00+00:00,SMCI,40.89,43.6,40.775,69270750,-9.774933804060016,,1.6773133279146148
2025-06-24 00:00:00+00:00,SMCI,42.84,43.15,41.055,58068381,4.7688921496698455,-1.9455252918287758,1.695709291122745
2025-06-25 00:00:00+00:00,SMCI,46.61,46.93,43.12,86439467,8.800186741363202,8.118765947575968,2.224281906593673
2025-06-26 00:00:00+00:00,SMCI,49.27,49.52,46.07,72397640,5.706929843381259,10.793793568698007,3.2589921755045634
2025-06-27 00:00:00+00:00,SMCI,47.58,49.97,46.861,53757337,-3.4300791556728383,4.986760812003532,3.466982838146152
2025-06-30 00:00:00+00:00,SMCI,49.01,50.55,48.23,49238045,3.005464480874309,19.85815602836878,2.5965303772534396
2025-07-01 00:00:00+00:00,SMCI,47.2,48.67,46.37,42243094,-3.6931238522750376,10.177404295051362,1.1575534544891957
2025-07-02 00:00:00+00:00,SMCI,48.74,48.88,47.07,27703147,3.2627118644067865,4.569834799399275,0.9150136611001267
2025-07-03 00:00:00+00:00,SMCI,48.56,49.63,48.42,18665575,-0.36930652441526934,-1.4410391719098858,0.7842321084984095
2025-07-07 00:00:00+00:00,SMCI,47.11,48.35,46.22,33006690,-2.9859967051070857,-0.9878100042034488,0.8995165368128942
2025-07-08 00:00:00+00:00,SMCI,49.11,49.255,47.36,29002561,4.245383145828918,0.2040399918384006,0.9248945885882695
2025-07-09 00:00:00+00:00,SMCI,50.02,50.2,48.37,35063577,1.8529830991651508,5.974576271186449,1.0558740455186209
2025-07-10 00:00:00+00:00,SMCI,50.36,51.7,49.68,33264404,0.6797281087564944,3.3237587197373797,1.2906083836702194
2025-07-11 00:00:00+00:00,SMCI,49.24,50.26,49.08,24861382,-2.223987291501184,1.4003294892916074,1.2639897151479733
2025-07-14 00:00:00+00:00,SMCI,49.73,50.66,48.78,25603020,0.9951259138911261,5.561451921035876,0.5239942747777382
2025-07-15 00:00:00+00:00,SMCI,53.17,54.2,51.53,62012767,6.917353710034191,8.267155365506017,1.5459075004669112
